Heuristic;Sudoku #;Seed;Solution Found;Runtime;# Splits;# Backtracks;# Positive assignments;# Negative assignments;Positive to negative assignments ratio;# Clauses learned;# Clauses at start;# Variables at start;# Initial filled;# Clauses before loop ;# Variables before loop;# Variables assigned before loop
7_ Our min len probabilistic JW one sided;1;1;Yes;0.03413987159729004;1;0;317;996;0.31827309236947793;14734;12010;729;22;1952;472;493
7_ Our min len probabilistic JW one sided;1;2;Yes;0.057352304458618164;4;3;728;1517;0.4798945286750165;16219;12010;729;22;1952;472;493
7_ Our min len probabilistic JW one sided;1;3;Yes;0.11627435684204102;29;26;4844;6899;0.702130743586027;32059;12010;729;22;1952;472;493
7_ Our min len probabilistic JW one sided;1;4;Yes;0.04685354232788086;4;4;840;1642;0.5115712545676004;16537;12010;729;22;1952;472;493
7_ Our min len probabilistic JW one sided;1;5;Yes;0.0890190601348877;23;23;3575;5283;0.6766988453530192;27670;12010;729;22;1952;472;493
7_ Our min len probabilistic JW one sided;2;1;Yes;0.09130239486694336;25;22;3461;5216;0.6635352760736196;28494;12011;729;23;1692;410;524
7_ Our min len probabilistic JW one sided;2;2;Yes;0.07256388664245605;13;12;1994;3376;0.5906398104265402;24110;12011;729;23;1692;410;524
7_ Our min len probabilistic JW one sided;2;3;Yes;0.06400036811828613;13;11;1776;3010;0.5900332225913621;21585;12011;729;23;1692;410;524
7_ Our min len probabilistic JW one sided;2;4;Yes;0.05959630012512207;12;8;1569;2500;0.6276;17576;12011;729;23;1692;410;524
7_ Our min len probabilistic JW one sided;2;5;Yes;0.04652810096740723;7;5;1153;2130;0.5413145539906103;18103;12011;729;23;1692;410;524
7_ Our min len probabilistic JW one sided;3;1;Yes;0.07181119918823242;15;11;2677;3873;0.6911954557190808;22261;12010;729;22;1596;410;524
7_ Our min len probabilistic JW one sided;3;2;Yes;0.17008709907531738;37;37;6474;8880;0.7290540540540541;39105;12010;729;22;1596;410;524
7_ Our min len probabilistic JW one sided;3;3;Yes;0.0697164535522461;13;12;2414;3651;0.6611887154204328;22517;12010;729;22;1596;410;524
7_ Our min len probabilistic JW one sided;3;4;Yes;0.1036386489868164;21;19;3456;5181;0.6670526925303996;28583;12010;729;22;1596;410;524
7_ Our min len probabilistic JW one sided;3;5;Yes;0.047046661376953125;4;2;773;1585;0.48769716088328074;16433;12010;729;22;1596;410;524
7_ Our min len probabilistic JW one sided;4;1;Yes;0.05254960060119629;8;1;1747;2432;0.7183388157894737;14955;12011;729;23;1744;456;501
7_ Our min len probabilistic JW one sided;4;2;Yes;0.04211831092834473;3;2;780;1618;0.4820766378244747;17037;12011;729;23;1744;456;501
7_ Our min len probabilistic JW one sided;4;3;Yes;0.11687064170837402;23;22;4535;6665;0.6804201050262566;32868;12011;729;23;1744;456;501
7_ Our min len probabilistic JW one sided;4;4;Yes;0.06635546684265137;12;10;2319;3572;0.6492161254199328;22309;12011;729;23;1744;456;501
7_ Our min len probabilistic JW one sided;4;5;Yes;0.09368062019348145;21;18;3889;5667;0.6862537497794248;29201;12011;729;23;1744;456;501
7_ Our min len probabilistic JW one sided;5;1;Yes;0.093963623046875;38;37;3562;5449;0.6536979262249955;28247;12011;729;23;1186;332;563
7_ Our min len probabilistic JW one sided;5;2;Yes;0.04409074783325195;6;5;712;1545;0.4608414239482201;16345;12011;729;23;1186;332;563
7_ Our min len probabilistic JW one sided;5;3;Yes;0.0873250961303711;35;33;3494;5393;0.6478768774337104;28097;12011;729;23;1186;332;563
7_ Our min len probabilistic JW one sided;5;4;Yes;0.04041028022766113;4;3;526;1348;0.39020771513353114;16256;12011;729;23;1186;332;563
7_ Our min len probabilistic JW one sided;5;5;Yes;0.05370521545410156;11;8;1480;2461;0.6013815522145469;18436;12011;729;23;1186;332;563
7_ Our min len probabilistic JW one sided;6;1;Yes;0.06151843070983887;9;2;1696;2549;0.6653589642997254;16807;12011;729;23;1643;442;508
