Heuristic;Sudoku #;Seed;Solution Found;Runtime;# Splits;# Backtracks;# Positive assignments;# Negative assignments;Positive to negative assignments ratio;# Clauses learned;# Clauses at start;# Variables at start;# Initial filled;# Clauses before loop ;# Variables before loop;# Variables assigned before loop
8_ Our min len probabilistic JW two sided;1;1;Yes;0.13496613502502441;27;25;4790;7065;0.6779900920028309;35973;12005;729;17;2065;486;486
8_ Our min len probabilistic JW two sided;1;2;Yes;0.1639878749847412;51;51;7198;10209;0.7050641590753257;44377;12005;729;17;2065;486;486
8_ Our min len probabilistic JW two sided;1;3;Yes;0.1533041000366211;45;42;6679;9072;0.736221340388007;36578;12005;729;17;2065;486;486
8_ Our min len probabilistic JW two sided;2;1;Yes;0.049936532974243164;7;5;1345;2353;0.5716107097322567;18606;12005;729;17;1803;438;510
8_ Our min len probabilistic JW two sided;2;2;Yes;0.04204249382019043;4;2;764;1560;0.4897435897435897;16194;12005;729;17;1803;438;510
8_ Our min len probabilistic JW two sided;2;3;Yes;0.0425262451171875;4;3;790;1612;0.49007444168734493;16541;12005;729;17;1803;438;510
8_ Our min len probabilistic JW two sided;3;1;Yes;0.045920610427856445;2;2;557;1247;0.4466720128307939;14893;12005;729;17;2322;522;468
8_ Our min len probabilistic JW two sided;3;2;Yes;0.035030364990234375;1;1;345;1031;0.33462657613967023;14799;12005;729;17;2322;522;468
8_ Our min len probabilistic JW two sided;3;3;Yes;0.03769683837890625;2;2;556;1245;0.4465863453815261;14860;12005;729;17;2322;522;468
8_ Our min len probabilistic JW two sided;4;1;Yes;0.03425288200378418;1;1;344;1037;0.3317261330761813;14796;12005;729;17;2309;520;469
8_ Our min len probabilistic JW two sided;4;2;Yes;0.05504941940307617;6;5;1399;2403;0.5821889305035373;19044;12005;729;17;2309;520;469
8_ Our min len probabilistic JW two sided;4;3;Yes;0.04491448402404785;2;2;558;1254;0.4449760765550239;14874;12005;729;17;2309;520;469
8_ Our min len probabilistic JW two sided;5;1;Yes;0.042350053787231445;3;2;830;1630;0.50920245398773;16558;12005;729;17;2157;504;477
8_ Our min len probabilistic JW two sided;5;2;Yes;0.047437429428100586;3;1;804;1526;0.526867627785059;15422;12005;729;17;2157;504;477
8_ Our min len probabilistic JW two sided;5;3;Yes;0.03981733322143555;2;1;585;1309;0.44690603514132926;15347;12005;729;17;2157;504;477
8_ Our min len probabilistic JW two sided;6;1;Yes;0.09379196166992188;12;11;2695;3932;0.6854018311291964;22787;12005;729;17;2270;508;475
8_ Our min len probabilistic JW two sided;6;2;Yes;0.06633996963500977;7;6;1753;2852;0.614656381486676;21087;12005;729;17;2270;508;475
8_ Our min len probabilistic JW two sided;6;3;Yes;0.04040360450744629;2;1;528;1273;0.4147682639434407;15439;12005;729;17;2270;508;475
8_ Our min len probabilistic JW two sided;7;1;Yes;0.04007577896118164;2;1;538;1276;0.4216300940438871;15419;12005;729;17;2345;524;467
8_ Our min len probabilistic JW two sided;7;2;Yes;0.037879228591918945;1;1;365;1157;0.31547104580812446;16607;12005;729;17;2345;524;467
8_ Our min len probabilistic JW two sided;7;3;Yes;0.043488502502441406;1;0;343;1022;0.3356164383561644;14755;12005;729;17;2345;524;467
8_ Our min len probabilistic JW two sided;8;1;Yes;0.038158416748046875;2;0;495;1183;0.4184277261200338;14780;12005;729;17;2413;542;458
8_ Our min len probabilistic JW two sided;8;2;Yes;0.046476125717163086;3;2;686;1391;0.4931703810208483;15028;12005;729;17;2413;542;458
8_ Our min len probabilistic JW two sided;8;3;Yes;0.04585838317871094;3;3;693;1419;0.4883720930232558;15298;12005;729;17;2413;542;458
8_ Our min len probabilistic JW two sided;9;1;Yes;0.10715794563293457;8;8;1850;3174;0.5828607435412728;24055;12005;729;17;2344;524;467
8_ Our min len probabilistic JW two sided;9;2;Yes;0.11394834518432617;24;19;4434;6143;0.7217971675077324;29954;12005;729;17;2344;524;467
8_ Our min len probabilistic JW two sided;9;3;Yes;0.048406124114990234;2;2;544;1309;0.4155844155844156;15934;12005;729;17;2344;524;467
8_ Our min len probabilistic JW two sided;10;1;Yes;0.03735089302062988;2;0;507;1198;0.42320534223706174;14763;12005;729;17;2248;508;475
8_ Our min len probabilistic JW two sided;10;2;Yes;0.06292009353637695;1;0;335;1015;0.33004926108374383;14762;12005;729;17;2248;508;475
8_ Our min len probabilistic JW two sided;10;3;Yes;0.05565214157104492;3;2;835;1672;0.49940191387559807;17149;12005;729;17;2248;508;475
8_ Our min len probabilistic JW two sided;11;1;Yes;0.06810307502746582;5;3;978;1787;0.5472859541130386;16432;12005;729;17;2181;510;474
8_ Our min len probabilistic JW two sided;11;2;Yes;0.08707475662231445;8;1;1133;1885;0.6010610079575597;15790;12005;729;17;2181;510;474
8_ Our min len probabilistic JW two sided;11;3;Yes;0.06033515930175781;9;6;1339;2280;0.587280701754386;17779;12005;729;17;2181;510;474
8_ Our min len probabilistic JW two sided;12;1;Yes;0.05370593070983887;4;1;910;1646;0.5528554070473876;15486;12005;729;17;2148;498;480
8_ Our min len probabilistic JW two sided;12;2;Yes;0.05860137939453125;7;3;1360;2142;0.6349206349206349;16205;12005;729;17;2148;498;480
8_ Our min len probabilistic JW two sided;12;3;Yes;0.06058502197265625;4;4;913;2071;0.44084983099951713;21202;12005;729;17;2148;498;480
