Heuristic;Sudoku #;Seed;Solution Found;Runtime;# Splits;# Backtracks;# Positive assignments;# Negative assignments;Positive to negative assignments ratio;# Clauses learned;# Clauses at start;# Variables at start;# Initial filled;# Clauses before loop ;# Variables before loop;# Variables assigned before loop
1_ Random;1;;Yes;0.179877837;87;82.33333333;15715.66667;19548.33333;0.67991589;58113.66667;12005;729;17;2065;486;486
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;0.133351167;46;39;8460;11172.33333;0.752965066;41959.66667;12005;729;17;1803;438;510
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;0.096840223;34.66666667;31;7362.333333;9284.666667;0.658445532;33259.33333;12005;729;17;2322;522;468
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;0.224549929;132.3333333;126.6666667;25926.33333;30410;0.788077562;71166;12005;729;17;2309;520;469
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;0.103717009;38.66666667;36.66666667;8364;10752;0.746012732;39933.66667;12005;729;17;2157;504;477
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;0.043953578;8.333333333;5.666666667;1630.333333;2575.666667;0.59588253;18227.33333;12005;729;17;2270;508;475
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;0.275261641;147;140.3333333;30152.66667;37191.66667;0.80678003;108315.6667;12005;729;17;2345;524;467
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;0.377138297;215.6666667;211.6666667;43964.33333;53173.33333;0.822504316;137853;12005;729;17;2413;542;458
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;0.169410388;87.33333333;81.33333333;18323;22239.33333;0.818597774;63633;12005;729;17;2344;524;467
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;0.113229672;60;55;11504;14030;0.641159571;41958;12005;729;17;2248;508;475
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;0.349503279;204.3333333;201.3333333;41600;50119.33333;0.826871217;127431.6667;12005;729;17;2181;510;474
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;0.286461512;155.6666667;149;31146.66667;39314;0.768083584;121775;12005;729;17;2148;498;480
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;0.162839015;95;90.33333333;17015;21703.66667;0.786229381;69904;12005;729;17;2313;520;469
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;0.412140528;184.6666667;182;35779;44015.66667;0.692491099;125114;12005;729;17;2222;506;476
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;0.654538631;285.3333333;284;57094.33333;70314;0.806071936;196094;12005;729;17;2319;522;468
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;0.048150063;12;8.333333333;1935;2938.333333;0.635743654;18815.33333;12005;729;17;1276;344;557
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;0.047366381;12.66666667;11.66666667;2008.666667;3184;0.493441847;21122.33333;12005;729;17;1298;346;556
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;0.04734993;14;10.33333333;2304.666667;3524.333333;0.633208823;21600.33333;12005;729;17;1577;404;527
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;0.661716382;310.6666667;304.6666667;60762.66667;75375.66667;0.789458171;210644.6667;12005;729;17;2335;522;468
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;1.239599705;589.3333333;581;120701.3333;147982.3333;0.814854822;388208.3333;12005;729;17;2459;560;449
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;0.386258602;249.3333333;244.3333333;46393.33333;56651.66667;0.810456702;150318.3333;12005;729;17;2113;494;482
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;0.14532725;84.33333333;79;14893.33333;18839.66667;0.736571486;60282.33333;12005;729;17;1833;440;509
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;0.220525583;96.66666667;93.66666667;18984;23757;0.68519251;72647.33333;12005;729;17;2143;498;480
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;0.34098506;183.6666667;177;35524.66667;44649;0.794442129;133877.6667;12005;729;17;2143;500;479
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;0.079391003;30.66666667;26.66666667;5611.666667;7332;0.727134823;29333.33333;12005;729;17;1839;452;503
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;0.028340419;0;0;81;775;0.104516129;14796;12005;729;17;0;0;729
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;0.28577741;132.3333333;127;26587;31859;0.834547651;82709.33333;12005;729;17;2208;504;477
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;0.03098766;0;0;81;780;0.103846154;14780;12005;729;17;0;0;729
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;0.083881855;34;31;6408;8450.333333;0.671222237;33340.33333;12005;729;17;1678;428;515
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;0.258493265;143.3333333;140;29054;35205;0.766072404;92885.33333;12005;729;17;2153;506;476
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;0.031297366;4;1.666666667;514;1249.666667;0.402693521;15371.66667;12005;729;17;686;226;616
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;0.101622343;49.66666667;42;9030;11929;0.757521675;44224.33333;12005;729;17;1948;468;495
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;0.143460115;91.66666667;86;16003.66667;19913;0.80333312;58696;12005;729;17;1727;434;512
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;0.234737078;156.3333333;152.6666667;26821.66667;33880.33333;0.766222519;102893.3333;12005;729;17;1730;424;517
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;0.053221067;15.33333333;11;3107.333333;4439.666667;0.662043684;23567;12005;729;17;2196;500;479
;;;;;;;;;;;;;;;;
;;;;Runtime;# Splits;# Backtracks;# Positive assignments;# Negative assignments;Positive to negative assignments ratio;# Clauses learned;# Clauses at start;# Variables at start;# Initial filled;# Clauses before loop ;# Variables before loop;# Variables assigned before loop
;Gemiddelde van gemiddeldes;;;0.230037178;114.0571429;109.8380952;22309.84762;27673.11429;0.690931779;81281.46667;12005;729;17;1908.6;448.0571429;504.9714286
