Heuristic;Sudoku #;Seed;Solution Found;Runtime;# Splits;# Backtracks;# Positive assignments;# Negative assignments;Positive to negative assignments ratio;# Clauses learned;# Clauses at start;# Variables at start;# Initial filled;# Clauses before loop ;# Variables before loop;# Variables assigned before loop
8_ Our min len probabilistic JW two sided;;;;0.150752703;41;39.33333333;6222.333333;8782;0.706425197;38976;12005;729;17;2065;486;486
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;0.044835091;5;3.333333333;966.3333333;1841.666667;0.517142914;17113.66667;12005;729;17;1803;438;510
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;0.039549271;1.666666667;1.666666667;486;1174.333333;0.409294978;14850.66667;12005;729;17;2322;522;468
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;0.044738928;3;2.666666667;767;1564.666667;0.452963713;16238;12005;729;17;2309;520;469
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;0.043201605;2.666666667;1.333333333;739.6666667;1488.333333;0.494325372;15775.66667;12005;729;17;2157;504;477
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;0.066845179;7;6;1658.666667;2685.666667;0.571608826;19771;12005;729;17;2270;508;475
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;0.04048117;1.333333333;0.666666667;415.3333333;1151.666667;0.357572526;15593.66667;12005;729;17;2345;524;467
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;0.043497642;2.666666667;1.666666667;624.6666667;1331;0.466656733;15035.33333;12005;729;17;2413;542;458
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;0.089837472;11.33333333;9.666666667;2276;3542;0.573414109;23314.33333;12005;729;17;2344;524;467
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;0.051974376;2;0.666666667;559;1295;0.417552172;15558;12005;729;17;2248;508;475
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;0.071837664;7.333333333;3.333333333;1150;1984;0.578542555;16667;12005;729;17;2181;510;474
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;0.057630777;5;2.666666667;1061;1953;0.542875291;17631;12005;729;17;2148;498;480
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;0.426020622;140;139.6666667;21212;27845.33333;0.760475985;92842.66667;12005;729;17;2313;520;469
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;0.091660659;18.33333333;17;3207.666667;4615.333333;0.586393397;24866;12005;729;17;2222;506;476
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;0.088886182;13.33333333;11.33333333;2693;3915.333333;0.619780063;22579.66667;12005;729;17;2319;522;468
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;0.043802738;5.666666667;3.666666667;962.3333333;1858;0.442361555;17485.66667;12005;729;17;1276;344;557
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;0.038408041;2.333333333;1;457.6666667;1205;0.377276685;15541.66667;12005;729;17;1298;346;556
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;0.038404783;4.333333333;1.666666667;662.6666667;1432.333333;0.458908744;15718.33333;12005;729;17;1577;404;527
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;0.052313487;5.333333333;1.666666667;1079.666667;1876.333333;0.539355425;16330.66667;12005;729;17;2335;522;468
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;0.159675916;33.66666667;31;6818.666667;8902.666667;0.766460287;33925.33333;12005;729;17;2459;560;449
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;0.047265609;3.333333333;1;855;1652;0.491141779;16405;12005;729;17;2113;494;482
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;0.052185535;4.333333333;1.666666667;981;1736.666667;0.559834696;15857;12005;729;17;1833;440;509
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;0.062196175;9.666666667;7.333333333;1758.666667;2763.333333;0.60154058;19348.33333;12005;729;17;2143;498;480
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;0.062428554;8.333333333;4.333333333;1890;2834.666667;0.666977401;18604;12005;729;17;2143;500;479
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;0.053719123;7;5;1505.666667;2367;0.623530535;17481;12005;729;17;1839;452;503
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;0.029137373;0;0;81;775;0.104516129;14796;12005;729;17;0;0;729
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;0.06743447;10;7;1670.333333;2716.333333;0.615392963;19573;12005;729;17;2208;504;477
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;0.029146274;0;0;81;780;0.103846154;14780;12005;729;17;0;0;729
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;0.040628115;2.666666667;1.333333333;639.6666667;1368;0.458877247;15314;12005;729;17;1678;428;515
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;0.05137078;7;2.333333333;1205.666667;1972.333333;0.610265735;15902.33333;12005;729;17;2153;506;476
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;0.034821908;2.666666667;1;342.6666667;1064;0.318938623;15158.66667;12005;729;17;686;226;616
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;0.08029143;13;10.33333333;2199;3437;0.568437137;21795;12005;729;17;1948;468;495
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;0.068221092;11;9.666666667;2139.666667;3262.333333;0.617222198;20969;12005;729;17;1727;434;512
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;0.050920169;7.333333333;3.666666667;1312.333333;2120;0.609113606;16427;12005;729;17;1730;424;517
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;0.058169127;7;5.666666667;1352.666667;2267.333333;0.551445271;17987.66667;12005;729;17;2196;500;479
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;gem van gem;0.070636858;11.60952381;9.723809524;2058.114286;3187.419048;0.518299045;20748.92381;12005;729;17;1908.6;448.0571429;504.9714286
